,editing_1_38,editing_1_39,editing_1_40,editing_1_41,editing_1_42
3017,NA,NA,NA,0,0
3018,NA,NA,NA,1,1
3019,NA,NA,NA,1,0
3020,NA,NA,NA,1,1
3021,NA,NA,NA,1,1
3022,NA,NA,NA,1,1
3023,NA,NA,NA,1,0
3024,NA,NA,NA,1,0
3025,NA,NA,NA,1,0
3026,NA,NA,NA,1,0
3027,NA,NA,NA,1,1
3028,NA,NA,NA,1,1
3029,NA,NA,NA,0,0
3030,NA,NA,NA,1,0
3031,NA,NA,NA,1,0
3032,NA,NA,NA,1,0
3033,NA,NA,NA,1,0
3034,NA,NA,NA,1,0
3035,NA,NA,NA,1,1
3036,NA,NA,NA,1,1
3037,NA,NA,NA,1,0
3038,NA,NA,NA,1,0
3039,NA,NA,NA,1,0
3040,NA,NA,NA,1,0
3041,NA,NA,NA,1,0
3042,NA,NA,NA,1,0
3043,NA,NA,NA,1,1
3044,NA,NA,NA,1,1
3045,NA,NA,NA,1,0
3046,NA,NA,NA,1,1
3047,NA,NA,NA,1,0
3048,NA,NA,NA,1,0
3049,NA,NA,NA,1,1
3050,NA,NA,NA,1,0
3051,NA,NA,NA,1,1
3052,NA,NA,NA,1,0
3053,NA,NA,NA,0,1
3054,NA,NA,NA,1,1
3055,NA,NA,NA,1,1
3056,NA,NA,NA,1,1
3057,NA,NA,NA,1,0
3058,NA,NA,NA,1,1
3059,NA,NA,NA,1,0
3060,NA,NA,NA,1,1
3061,NA,NA,NA,1,0
3062,NA,NA,NA,1,1
3063,NA,NA,NA,1,1
3064,NA,NA,NA,1,1
3065,NA,NA,NA,1,1
3066,NA,NA,NA,0,0
3067,NA,NA,NA,0,1
3068,NA,NA,NA,0,1
3069,NA,NA,NA,1,1
3070,NA,NA,NA,1,1
3071,NA,NA,NA,0,0
3072,NA,NA,NA,1,0
3073,NA,NA,NA,1,0
3074,NA,NA,NA,0,0
3075,NA,NA,NA,1,1
3076,NA,NA,NA,1,0
3077,NA,NA,NA,1,1
3078,NA,NA,NA,1,1
3079,NA,NA,NA,1,0
3080,NA,NA,NA,1,0
3081,NA,NA,NA,1,0
3082,NA,NA,NA,1,0
3083,NA,NA,NA,1,1
3084,NA,NA,NA,1,1
3085,NA,NA,NA,1,1
3086,NA,NA,NA,1,1
3087,NA,NA,NA,1,1
3088,NA,NA,NA,1,0
3089,NA,NA,NA,1,1
3090,NA,NA,NA,1,0
3091,NA,NA,NA,1,1
3092,NA,NA,NA,1,1
3093,NA,NA,NA,1,1
3094,NA,NA,NA,1,0
3095,NA,NA,NA,1,1
3096,NA,NA,NA,1,1
3097,NA,NA,NA,0,0
3098,NA,NA,NA,1,0
3099,NA,NA,NA,1,0
3100,NA,NA,NA,1,0
3101,NA,NA,NA,1,1
3102,NA,NA,NA,1,1
3103,NA,NA,NA,1,0
3104,NA,NA,NA,1,1
3105,NA,NA,NA,1,1
3106,NA,NA,NA,1,1
3107,NA,NA,NA,1,1
3108,NA,NA,NA,1,0
3109,NA,NA,NA,1,1
3110,NA,NA,NA,1,1
3111,NA,NA,NA,0,0
3112,NA,NA,NA,0,1
3113,NA,NA,NA,1,0
3114,NA,NA,NA,0,0
3115,NA,NA,NA,1,0
3116,NA,NA,NA,1,1
3117,NA,NA,NA,0,0
3118,NA,NA,NA,1,0
3119,NA,NA,NA,1,1
3120,NA,NA,NA,1,1
3121,NA,NA,NA,1,0
3122,NA,NA,NA,1,0
3123,NA,NA,NA,1,0
3124,NA,NA,NA,1,1
3125,NA,NA,NA,1,1
3126,NA,NA,NA,1,1
3127,NA,NA,NA,1,1
3128,NA,NA,NA,0,1
3129,NA,NA,NA,1,1
3130,NA,NA,NA,1,1
3131,NA,NA,NA,1,1
3132,NA,NA,NA,1,1
3133,NA,NA,NA,1,1
3134,NA,NA,NA,1,1
3135,NA,NA,NA,0,0
3136,NA,NA,NA,1,1
3137,NA,NA,NA,1,0
3138,NA,NA,NA,0,0
3139,NA,NA,NA,1,1
3140,NA,NA,NA,1,1
3141,NA,NA,NA,1,1
3142,NA,NA,NA,1,0
3143,NA,NA,NA,1,0
3144,NA,NA,NA,1,1
3145,NA,NA,NA,1,1
3146,NA,NA,NA,1,1
3147,NA,NA,NA,0,1
3148,NA,NA,NA,1,1
3149,NA,NA,NA,1,1
3150,NA,NA,NA,1,0
3151,NA,NA,NA,1,0
3152,NA,NA,NA,1,0
3153,NA,NA,NA,1,0
3154,NA,NA,NA,1,1
3155,NA,NA,NA,1,0
3156,NA,NA,NA,1,1
3157,NA,NA,NA,1,1
3158,NA,NA,NA,1,1
3159,NA,NA,NA,1,0
3160,NA,NA,NA,1,0
3161,NA,NA,NA,1,0
3162,NA,NA,NA,1,0
3163,NA,NA,NA,1,1
3164,NA,NA,NA,1,1
3165,NA,NA,NA,1,1
3166,NA,NA,NA,0,0
3167,NA,NA,NA,1,0
3168,NA,NA,NA,1,0
3169,NA,NA,NA,1,1
3170,NA,NA,NA,1,1
3171,NA,NA,NA,1,0
3172,NA,NA,NA,1,1
3173,NA,NA,NA,1,1
3174,NA,NA,NA,1,1
3175,NA,NA,NA,1,1
3176,NA,NA,NA,1,1
3177,NA,NA,NA,1,1
3178,NA,NA,NA,1,0
3179,NA,NA,NA,1,1
3180,NA,NA,NA,1,0
3181,NA,NA,NA,1,1
3182,NA,NA,NA,0,0
3183,NA,NA,NA,0,0
3184,NA,NA,NA,1,1
3185,NA,NA,NA,1,1
3186,NA,NA,NA,1,0
3187,NA,NA,NA,1,1
3188,NA,NA,NA,1,0
3189,NA,NA,NA,1,1
3190,NA,NA,NA,1,1
3191,NA,NA,NA,1,1
3192,NA,NA,NA,1,0
3193,NA,NA,NA,1,0
3194,NA,NA,NA,1,1
3195,NA,NA,NA,1,1
3196,NA,NA,NA,1,1
3197,NA,NA,NA,1,1
3198,NA,NA,NA,1,1
3199,NA,NA,NA,1,0
3200,NA,NA,NA,1,1
3201,NA,NA,NA,1,1
3202,NA,NA,NA,1,1
3203,NA,NA,NA,1,1
3204,NA,NA,NA,1,1
3205,NA,NA,NA,1,1
3206,NA,NA,NA,1,1
3207,NA,NA,NA,0,1
3208,NA,NA,NA,1,1
3209,NA,NA,NA,1,1
3210,NA,NA,NA,1,0
3211,NA,NA,NA,1,0
3212,NA,NA,NA,1,1
3213,NA,NA,NA,1,1
3214,NA,NA,NA,1,0
3215,NA,NA,NA,1,1
3216,NA,NA,NA,1,0
3217,NA,NA,NA,1,1
3218,NA,NA,NA,1,1
3219,NA,NA,NA,1,0
3220,NA,NA,NA,0,0
3221,NA,NA,NA,1,0
3222,NA,NA,NA,1,1
3223,NA,NA,NA,1,1
3224,NA,NA,NA,1,1
3225,NA,NA,NA,1,0
3226,NA,NA,NA,1,0
3227,NA,NA,NA,1,1
3228,NA,NA,NA,1,0
3229,NA,NA,NA,1,0
3230,NA,NA,NA,1,0
3231,NA,NA,NA,1,0
3232,NA,NA,NA,1,1
3233,NA,NA,NA,1,1
3234,NA,NA,NA,1,0
3235,NA,NA,NA,1,1
3236,NA,NA,NA,1,1
3237,NA,NA,NA,1,0
3238,NA,NA,NA,1,0
3239,NA,NA,NA,1,1
3240,NA,NA,NA,1,1
3241,NA,NA,NA,NA,1
3242,NA,NA,NA,NA,0
3243,NA,NA,NA,NA,1
3244,NA,NA,NA,NA,0
3245,NA,NA,NA,NA,0
3246,NA,NA,NA,NA,1
3247,NA,NA,NA,NA,1
3248,NA,NA,NA,NA,1
3249,NA,NA,NA,NA,1
3250,NA,NA,NA,NA,1
3251,NA,NA,NA,NA,0
3252,NA,NA,NA,NA,0
3253,NA,NA,NA,NA,0
3254,NA,NA,NA,NA,1
3255,NA,NA,NA,NA,1
3256,NA,NA,NA,NA,0
3257,NA,NA,NA,NA,1
3258,NA,NA,NA,NA,1
3259,NA,NA,NA,NA,0
3260,NA,NA,NA,NA,1
3261,NA,NA,NA,NA,0
3262,NA,NA,NA,NA,1
3263,NA,NA,NA,NA,1
3264,NA,NA,NA,NA,1
3265,NA,NA,NA,NA,0
3266,NA,NA,NA,NA,1
3267,NA,NA,NA,NA,1
3268,NA,NA,NA,NA,0
3269,NA,NA,NA,NA,1
3270,NA,NA,NA,NA,0
3271,NA,NA,NA,NA,0
3272,NA,NA,NA,NA,0
3273,NA,NA,NA,NA,0
3274,NA,NA,NA,NA,0
3275,NA,NA,NA,NA,0
3276,NA,NA,NA,NA,0
3277,NA,NA,NA,NA,1
3278,NA,NA,NA,NA,0
3279,NA,NA,NA,NA,0
3280,NA,NA,NA,NA,0
3281,NA,NA,NA,NA,0
3282,NA,NA,NA,NA,0
3283,NA,NA,NA,NA,0
3284,NA,NA,NA,NA,0
3285,NA,NA,NA,NA,1
3286,NA,NA,NA,NA,1
3287,NA,NA,NA,NA,0
3288,NA,NA,NA,NA,1
3289,NA,NA,NA,NA,0
3290,NA,NA,NA,NA,0
3291,NA,NA,NA,NA,0
3292,NA,NA,NA,NA,0
3293,NA,NA,NA,NA,1
3294,NA,NA,NA,NA,0
3295,NA,NA,NA,NA,0
3296,NA,NA,NA,NA,0
3297,NA,NA,NA,NA,0
3298,NA,NA,NA,NA,0
3299,NA,NA,NA,NA,1
3300,NA,NA,NA,NA,0
3301,NA,NA,NA,NA,0
3302,NA,NA,NA,NA,0
3303,NA,NA,NA,NA,0
3304,NA,NA,NA,NA,0
3305,NA,NA,NA,NA,0
3306,NA,NA,NA,NA,0
3307,NA,NA,NA,NA,0
3308,NA,NA,NA,NA,0
3309,NA,NA,NA,NA,0
3310,NA,NA,NA,NA,0
3311,NA,NA,NA,NA,0
3312,NA,NA,NA,NA,0
3313,NA,NA,NA,NA,1
3314,NA,NA,NA,NA,0
3315,NA,NA,NA,NA,0
3316,NA,NA,NA,NA,0
3317,NA,NA,NA,NA,0
3318,NA,NA,NA,NA,0
3319,NA,NA,NA,NA,0
3320,NA,NA,NA,NA,0
3321,NA,NA,NA,NA,0
3322,NA,NA,NA,NA,0
3323,NA,NA,NA,NA,0
3324,NA,NA,NA,NA,0
3325,NA,NA,NA,NA,0
3326,NA,NA,NA,NA,0
3327,NA,NA,NA,NA,0
3328,NA,NA,NA,NA,0
3329,NA,NA,NA,NA,0
3330,NA,NA,NA,NA,0
3331,NA,NA,NA,NA,0
3332,NA,NA,NA,NA,0
3333,NA,NA,NA,NA,0
3334,NA,NA,NA,NA,0
3335,NA,NA,NA,NA,0
3336,NA,NA,NA,NA,0
3337,NA,NA,NA,NA,0
3338,NA,NA,NA,NA,0
3339,NA,NA,NA,NA,0
3340,NA,NA,NA,NA,0
3341,NA,NA,NA,NA,0
3342,NA,NA,NA,NA,0
3343,NA,NA,NA,NA,1
3344,NA,NA,NA,NA,0
3345,NA,NA,NA,NA,0
3346,NA,NA,NA,NA,0
3347,NA,NA,NA,NA,0
3348,NA,NA,NA,NA,0
3349,NA,NA,NA,NA,0
3350,NA,NA,NA,NA,0
3351,NA,NA,NA,NA,0
3352,NA,NA,NA,NA,0
3353,NA,NA,NA,NA,0
3354,NA,NA,NA,NA,0
3355,NA,NA,NA,NA,0
3356,NA,NA,NA,NA,0
3357,NA,NA,NA,NA,0
3358,NA,NA,NA,NA,0
3359,NA,NA,NA,NA,0
3360,NA,NA,NA,NA,0
3361,NA,NA,NA,NA,0
3362,NA,NA,NA,NA,0
3363,NA,NA,NA,NA,0
3364,NA,NA,NA,NA,0
3365,NA,NA,NA,NA,0
3366,NA,NA,NA,NA,0
3367,NA,NA,NA,NA,0
3368,NA,NA,NA,NA,0
3369,NA,NA,NA,NA,0
3370,NA,NA,NA,NA,0
3371,NA,NA,NA,NA,0
3372,NA,NA,NA,NA,0
3373,NA,NA,NA,NA,0
3374,NA,NA,NA,NA,0
3375,NA,NA,NA,NA,0
3376,NA,NA,NA,NA,0
3377,NA,NA,NA,NA,0
3378,NA,NA,NA,NA,1
3379,NA,NA,NA,NA,0
3380,NA,NA,NA,NA,0
3381,NA,NA,NA,NA,0
3382,NA,NA,NA,NA,0
3383,NA,NA,NA,NA,0
3384,NA,NA,NA,NA,0
3385,NA,NA,NA,NA,0
3386,NA,NA,NA,NA,0
3387,NA,NA,NA,NA,0
3388,NA,NA,NA,NA,0
3389,NA,NA,NA,NA,0
3390,NA,NA,NA,NA,0
3391,NA,NA,NA,NA,0
3392,NA,NA,NA,NA,0
3393,NA,NA,NA,NA,0
3394,NA,NA,NA,NA,0
3395,NA,NA,NA,NA,0
3396,NA,NA,NA,NA,0
3397,NA,NA,NA,NA,0
3398,NA,NA,NA,NA,0
3399,NA,NA,NA,NA,0
3400,NA,NA,NA,NA,0
3401,NA,NA,NA,NA,0
3402,NA,NA,NA,NA,0
3403,NA,NA,NA,NA,0
3404,NA,NA,NA,NA,0
3405,NA,NA,NA,NA,0
3406,NA,NA,NA,NA,1
3407,NA,NA,NA,NA,0
3408,NA,NA,NA,NA,0
3409,NA,NA,NA,NA,0
3410,NA,NA,NA,NA,0
3411,NA,NA,NA,NA,0
3412,NA,NA,NA,NA,0
3413,NA,NA,NA,NA,0
3414,NA,NA,NA,NA,0
3415,NA,NA,NA,NA,0
3416,NA,NA,NA,NA,0
3417,NA,NA,NA,NA,0
3418,NA,NA,NA,NA,0
3419,NA,NA,NA,NA,0
3420,NA,NA,NA,NA,0
3421,NA,NA,NA,NA,0
3422,NA,NA,NA,NA,1
3423,NA,NA,NA,NA,0
3424,NA,NA,NA,NA,0
3425,NA,NA,NA,NA,0
3426,NA,NA,NA,NA,0
3427,NA,NA,NA,NA,0
3428,NA,NA,NA,NA,0
3429,NA,NA,NA,NA,0
3430,NA,NA,NA,NA,0
3431,NA,NA,NA,NA,0
3432,NA,NA,NA,NA,0
3433,NA,NA,NA,NA,1
3434,NA,NA,NA,NA,0
3435,NA,NA,NA,NA,0
3436,NA,NA,NA,NA,0
3437,NA,NA,NA,NA,0
3438,NA,NA,NA,NA,0
3439,NA,NA,NA,NA,0
3440,NA,NA,NA,NA,0
3441,NA,NA,NA,NA,0
3442,NA,NA,NA,NA,0
3443,NA,NA,NA,NA,0
3444,NA,NA,NA,NA,0
3445,NA,NA,NA,NA,0
3446,NA,NA,NA,NA,0
3447,NA,NA,NA,NA,0
3448,NA,NA,NA,NA,0
3449,NA,NA,NA,NA,0
3450,NA,NA,NA,NA,1
3451,NA,NA,NA,NA,0
3452,NA,NA,NA,NA,0
3453,NA,NA,NA,NA,0
3454,NA,NA,NA,NA,1
3455,NA,NA,NA,NA,0
3456,NA,NA,NA,NA,0
3457,NA,NA,NA,NA,0
3458,NA,NA,NA,NA,0
3459,NA,NA,NA,NA,0
3460,NA,NA,NA,NA,0
3461,NA,NA,NA,NA,0
3462,NA,NA,NA,NA,1
3463,NA,NA,NA,NA,0
3464,NA,NA,NA,NA,0
3465,NA,NA,NA,NA,0
3466,NA,NA,NA,NA,0
3467,NA,NA,NA,NA,0
3468,NA,NA,NA,NA,0
3469,NA,NA,NA,NA,0
3470,NA,NA,NA,NA,0
3471,NA,NA,NA,NA,0
3472,NA,NA,NA,NA,0
3473,NA,NA,NA,NA,0
3474,NA,NA,NA,NA,0
3475,NA,NA,NA,NA,0
3476,NA,NA,NA,NA,0
3477,NA,NA,NA,NA,0
3478,NA,NA,NA,NA,0
3479,NA,NA,NA,NA,0
3480,NA,NA,NA,NA,0
3481,NA,NA,NA,NA,0
3482,NA,NA,NA,NA,0
3483,NA,NA,NA,NA,0
3484,NA,NA,NA,NA,0
3485,NA,NA,NA,NA,0
3486,NA,NA,NA,NA,0
3487,NA,NA,NA,NA,0
3488,NA,NA,NA,NA,0
3489,NA,NA,NA,NA,1
3490,NA,NA,NA,NA,0
3491,NA,NA,NA,NA,0
3492,NA,NA,NA,NA,1
3493,NA,NA,NA,NA,1
3494,NA,NA,NA,NA,0
3495,NA,NA,NA,NA,0
3496,NA,NA,NA,NA,0
3497,NA,NA,NA,NA,0
3498,NA,NA,NA,NA,0
3499,NA,NA,NA,NA,0
3500,NA,NA,NA,NA,0
3501,NA,NA,NA,NA,0
3502,NA,NA,NA,NA,0
3503,NA,NA,NA,NA,0
3504,NA,NA,NA,NA,0
3505,NA,NA,NA,NA,0
3506,NA,NA,NA,NA,0
3507,NA,NA,NA,NA,0
3508,NA,NA,NA,NA,0
3509,NA,NA,NA,NA,0
3510,NA,NA,NA,NA,0
3511,NA,NA,NA,NA,1
3512,NA,NA,NA,NA,0
3513,NA,NA,NA,NA,0
3514,NA,NA,NA,NA,0
3515,NA,NA,NA,NA,0
3516,NA,NA,NA,NA,0
3517,NA,NA,NA,NA,0
3518,NA,NA,NA,NA,0
3519,NA,NA,NA,NA,0
3520,NA,NA,NA,NA,0
3521,NA,NA,NA,NA,0
3522,NA,NA,NA,NA,0
3523,NA,NA,NA,NA,0
3524,NA,NA,NA,NA,0
3525,NA,NA,NA,NA,0
3526,NA,NA,NA,NA,0
3527,NA,NA,NA,NA,0
3528,NA,NA,NA,NA,0
3529,NA,NA,NA,NA,0
3530,NA,NA,NA,NA,0
3531,NA,NA,NA,NA,0
3532,NA,NA,NA,NA,0
3533,NA,NA,NA,NA,0
3534,NA,NA,NA,NA,0
3535,NA,NA,NA,NA,0
3536,NA,NA,NA,NA,0
3537,NA,NA,NA,NA,0
3538,NA,NA,NA,NA,0
3539,NA,NA,NA,NA,0
3540,NA,NA,NA,NA,0
3541,NA,NA,NA,NA,0
3542,NA,NA,NA,NA,0
3543,NA,NA,NA,NA,1
3544,NA,NA,NA,NA,0
3545,NA,NA,NA,NA,1
3546,NA,NA,NA,NA,0
3547,NA,NA,NA,NA,0
3548,NA,NA,NA,NA,0
3549,NA,NA,NA,NA,0
3550,NA,NA,NA,NA,0
3551,NA,NA,NA,NA,0
3552,NA,NA,NA,NA,0
3553,NA,NA,NA,NA,0
3554,NA,NA,NA,NA,0
3555,NA,NA,NA,NA,0
3556,NA,NA,NA,NA,0
3557,NA,NA,NA,NA,0
3558,NA,NA,NA,NA,0
3559,NA,NA,NA,NA,0
3560,NA,NA,NA,NA,0
3561,NA,NA,NA,NA,1
3562,NA,NA,NA,NA,0
3563,NA,NA,NA,NA,1
3564,NA,NA,NA,NA,0
3565,NA,NA,NA,NA,0
3566,NA,NA,NA,NA,1
3567,NA,NA,NA,NA,0
3568,NA,NA,NA,NA,0
3569,NA,NA,NA,NA,0
3570,NA,NA,NA,NA,0
3571,NA,NA,NA,NA,1
3572,NA,NA,NA,NA,0
3573,NA,NA,NA,NA,0
3574,NA,NA,NA,NA,0
3575,NA,NA,NA,NA,0
3576,NA,NA,NA,NA,0
3577,NA,NA,NA,NA,0
3578,NA,NA,NA,NA,0
3579,NA,NA,NA,NA,1
3580,NA,NA,NA,NA,0
3581,NA,NA,NA,NA,0
3582,NA,NA,NA,NA,0
3583,NA,NA,NA,NA,0
3584,NA,NA,NA,NA,0
3585,NA,NA,NA,NA,0
3586,NA,NA,NA,NA,0
3587,NA,NA,NA,NA,0
3588,NA,NA,NA,NA,0
3589,NA,NA,NA,NA,0
3590,NA,NA,NA,NA,0
3591,NA,NA,NA,NA,0
3592,NA,NA,NA,NA,1
3593,NA,NA,NA,NA,0
3594,NA,NA,NA,NA,0
3595,NA,NA,NA,NA,0
3596,NA,NA,NA,NA,0
3597,NA,NA,NA,NA,0
3598,NA,NA,NA,NA,0
3599,NA,NA,NA,NA,1
3600,NA,NA,NA,NA,0
3601,NA,NA,NA,NA,0
3602,NA,NA,NA,NA,0
3603,NA,NA,NA,NA,0
3604,NA,NA,NA,NA,0
3605,NA,NA,NA,NA,0
3606,NA,NA,NA,NA,1
3607,NA,NA,NA,NA,0
3608,NA,NA,NA,NA,0
3609,NA,NA,NA,NA,0
3610,NA,NA,NA,NA,0
3611,NA,NA,NA,NA,0
3612,NA,NA,NA,NA,0
3613,NA,NA,NA,NA,0
3614,NA,NA,NA,NA,0
3615,NA,NA,NA,NA,0
3616,NA,NA,NA,NA,0
3617,NA,NA,NA,NA,0
3618,NA,NA,NA,NA,0
3619,NA,NA,NA,NA,0
3620,NA,NA,NA,NA,0
3621,NA,NA,NA,NA,0
3622,NA,NA,NA,NA,0
3623,NA,NA,NA,NA,0
3624,NA,NA,NA,NA,0
3625,NA,NA,NA,NA,0
3626,NA,NA,NA,NA,0
3627,NA,NA,NA,NA,0
3628,NA,NA,NA,NA,0
3629,NA,NA,NA,NA,0
3630,NA,NA,NA,NA,0
3631,NA,NA,NA,NA,0
3632,NA,NA,NA,NA,0
3633,NA,NA,NA,NA,0
3634,NA,NA,NA,NA,0
3635,NA,NA,NA,NA,0
3636,NA,NA,NA,NA,0
3637,NA,NA,NA,NA,0
3638,NA,NA,NA,NA,1
3639,NA,NA,NA,NA,0
3640,NA,NA,NA,NA,0
3641,NA,NA,NA,NA,0
3642,NA,NA,NA,NA,0
3643,NA,NA,NA,NA,0
3644,NA,NA,NA,NA,0
3645,NA,NA,NA,NA,0
3646,NA,NA,NA,NA,0
3647,NA,NA,NA,NA,0
3648,NA,NA,NA,NA,0
3649,NA,NA,NA,NA,0
3650,NA,NA,NA,NA,1
3651,NA,NA,NA,NA,0
3652,NA,NA,NA,NA,0
3653,NA,NA,NA,NA,0
3654,NA,NA,NA,NA,0
3655,NA,NA,NA,NA,0
3656,NA,NA,NA,NA,0
3657,NA,NA,NA,NA,0
3658,NA,NA,NA,NA,0
3659,NA,NA,NA,NA,1
3660,NA,NA,NA,NA,0
3661,NA,NA,NA,NA,0
3662,NA,NA,NA,NA,0
3663,NA,NA,NA,NA,0
3664,NA,NA,NA,NA,0
3665,NA,NA,NA,NA,0
3666,NA,NA,NA,NA,0
3667,NA,NA,NA,NA,0
3668,NA,NA,NA,NA,0
3669,NA,NA,NA,NA,1
3670,NA,NA,NA,NA,0
3671,NA,NA,NA,NA,0
3672,NA,NA,NA,NA,0
3673,NA,NA,NA,NA,0
3674,NA,NA,NA,NA,0
3675,NA,NA,NA,NA,0
3676,NA,NA,NA,NA,0
3677,NA,NA,NA,NA,0
3678,NA,NA,NA,NA,0
3679,NA,NA,NA,NA,0
3680,NA,NA,NA,NA,0
3681,NA,NA,NA,NA,0
3682,NA,NA,NA,NA,0
3683,NA,NA,NA,NA,0
3684,NA,NA,NA,NA,0
3685,NA,NA,NA,NA,0
3686,NA,NA,NA,NA,0
3687,NA,NA,NA,NA,0
3688,NA,NA,NA,NA,0
3689,NA,NA,NA,NA,0
3690,NA,NA,NA,NA,0
3691,NA,NA,NA,NA,0
3692,NA,NA,NA,NA,0
3693,NA,NA,NA,NA,0
3694,NA,NA,NA,NA,0
3695,NA,NA,NA,NA,0
3696,NA,NA,NA,NA,0
3697,NA,NA,NA,NA,0
3698,NA,NA,NA,NA,0
3699,NA,NA,NA,NA,0
3700,NA,NA,NA,NA,0
3701,NA,NA,NA,NA,0
3702,NA,NA,NA,NA,0
3703,NA,NA,NA,NA,0
3704,NA,NA,NA,NA,0
3705,NA,NA,NA,NA,0
3706,NA,NA,NA,NA,0
3707,NA,NA,NA,NA,0
3708,NA,NA,NA,NA,0
3709,NA,NA,NA,NA,0
3710,NA,NA,NA,NA,0
3711,NA,NA,NA,NA,0
3712,NA,NA,NA,NA,0
3713,NA,NA,NA,NA,1
3714,NA,NA,NA,NA,0
3715,NA,NA,NA,NA,0
3716,NA,NA,NA,NA,0
3717,NA,NA,NA,NA,0
3718,NA,NA,NA,NA,1
3719,NA,NA,NA,NA,0
3720,NA,NA,NA,NA,0
3721,NA,NA,NA,NA,1
3722,NA,NA,NA,NA,0
3723,NA,NA,NA,NA,0
3724,NA,NA,NA,NA,0
3725,NA,NA,NA,NA,0
3726,NA,NA,NA,NA,0
3727,NA,NA,NA,NA,1
3728,NA,NA,NA,NA,0
3729,NA,NA,NA,NA,0
3730,NA,NA,NA,NA,0
3731,NA,NA,NA,NA,0
3732,NA,NA,NA,NA,0
3733,NA,NA,NA,NA,0
3734,NA,NA,NA,NA,0
3735,NA,NA,NA,NA,1
3736,NA,NA,NA,NA,0
3737,NA,NA,NA,NA,0
3738,NA,NA,NA,NA,0
3739,NA,NA,NA,NA,0
3740,NA,NA,NA,NA,0
3741,NA,NA,NA,NA,0
3742,NA,NA,NA,NA,0
3743,NA,NA,NA,NA,0
3744,NA,NA,NA,NA,0
3745,NA,NA,NA,NA,0
3746,NA,NA,NA,NA,0
3747,NA,NA,NA,NA,0
3748,NA,NA,NA,NA,0
3749,NA,NA,NA,NA,0
3750,NA,NA,NA,NA,0
3751,NA,NA,NA,NA,0
3752,NA,NA,NA,NA,0
3753,NA,NA,NA,NA,1
3754,NA,NA,NA,NA,0
3755,NA,NA,NA,NA,0
3756,NA,NA,NA,NA,0
3757,NA,NA,NA,NA,1
3758,NA,NA,NA,NA,0
3759,NA,NA,NA,NA,0
3760,NA,NA,NA,NA,0
3761,NA,NA,NA,NA,0
3762,NA,NA,NA,NA,0
3763,NA,NA,NA,NA,0
3764,NA,NA,NA,NA,0
3765,NA,NA,NA,NA,1
3766,NA,NA,NA,NA,0
3767,NA,NA,NA,NA,0
3768,NA,NA,NA,NA,0
3769,NA,NA,NA,NA,0
3770,NA,NA,NA,NA,0
3771,NA,NA,NA,NA,0
3772,NA,NA,NA,NA,1
3773,NA,NA,NA,NA,1
3774,NA,NA,NA,NA,0
3775,NA,NA,NA,NA,0
3776,NA,NA,NA,NA,0
3777,NA,NA,NA,NA,1
3778,NA,NA,NA,NA,0
3779,NA,NA,NA,NA,0
3780,NA,NA,NA,NA,0
3781,NA,NA,NA,NA,0
3782,NA,NA,NA,NA,0
3783,NA,NA,NA,NA,0
3784,NA,NA,NA,NA,0
3785,NA,NA,NA,NA,0
3786,NA,NA,NA,NA,0
3787,NA,NA,NA,NA,0
3788,NA,NA,NA,NA,0
3789,NA,NA,NA,NA,0
3790,NA,NA,NA,NA,0
3791,NA,NA,NA,NA,0
3792,NA,NA,NA,NA,0
3793,NA,NA,NA,NA,0
3794,NA,NA,NA,NA,0
3795,NA,NA,NA,NA,0
3796,NA,NA,NA,NA,0
3797,NA,NA,NA,NA,0
3798,NA,NA,NA,NA,0
3799,NA,NA,NA,NA,0
3800,NA,NA,NA,NA,0
3801,NA,NA,NA,NA,0
3802,NA,NA,NA,NA,0
3803,NA,NA,NA,NA,0
3804,NA,NA,NA,NA,0
3805,NA,NA,NA,NA,0
3806,NA,NA,NA,NA,0
3807,NA,NA,NA,NA,0
3808,NA,NA,NA,NA,0
3809,NA,NA,NA,NA,0
3810,NA,NA,NA,NA,0
3811,NA,NA,NA,NA,0
3812,NA,NA,NA,NA,0
3813,NA,NA,NA,NA,0
3814,NA,NA,NA,NA,0
3815,NA,NA,NA,NA,0
3816,NA,NA,NA,NA,0
3817,NA,NA,NA,NA,0
3818,NA,NA,NA,NA,1
3819,NA,NA,NA,NA,0
3820,NA,NA,NA,NA,0
3821,NA,NA,NA,NA,1
3822,NA,NA,NA,NA,0
3823,NA,NA,NA,NA,0
3824,NA,NA,NA,NA,0
3825,NA,NA,NA,NA,0
3826,NA,NA,NA,NA,0
3827,NA,NA,NA,NA,0
3828,NA,NA,NA,NA,0
3829,NA,NA,NA,NA,0
3830,NA,NA,NA,NA,0
3831,NA,NA,NA,NA,0
3832,NA,NA,NA,NA,0
3833,NA,NA,NA,NA,0
3834,NA,NA,NA,NA,1
3835,NA,NA,NA,NA,0
3836,NA,NA,NA,NA,0
3837,NA,NA,NA,NA,0
3838,NA,NA,NA,NA,0
3839,NA,NA,NA,NA,0
3840,NA,NA,NA,NA,0
3841,NA,NA,NA,NA,0
3842,NA,NA,NA,NA,1
3843,NA,NA,NA,NA,0
3844,NA,NA,NA,NA,0
3845,NA,NA,NA,NA,0
3846,NA,NA,NA,NA,0
3847,NA,NA,NA,NA,0
3848,NA,NA,NA,NA,0
3849,NA,NA,NA,NA,1
3850,NA,NA,NA,NA,0
